,type,title,director,cast,date_added,release_year,duration,listed_in,listed_in_count
3811,Movie,Dying to Tell,Hernán Zin,,2019-05-17,2018,88 min,"Documentaries, International Movies",2
3812,TV Show,It's Bruno!,,"Solvan ""Slick"" Naim, Rob Morgan, Shakira Barrera, Jade Eshete, Adriane Lenox, Donnell Rawlings, Eden Marryshow, Sam Eliad, Devale Ellis, J. Ray Acosta",2019-05-17,2019,1 Season,TV Comedies,1
3813,Movie,Maria,Pedring A. Lopez,"Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro, Freddie Webb",2019-05-17,2019,90 min,"Action & Adventure, International Movies",2
3814,Movie,ReMastered: The Lion's Share,Sam Cullman,,2019-05-17,2019,84 min,"Documentaries, Music & Musicals",2
3815,Movie,Saverio Raimondo: Il Satiro Parlante,Francesco Imperato,Saverio Raimondo,2019-05-17,2019,53 min,Stand-Up Comedy,1
3816,Movie,See You Yesterday,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Astro, Johnathan Nieves, Marsha Stephanie Blake, Wavyy Jonez, Myra Lucretia Taylor",2019-05-17,2019,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers",3
3817,TV Show,White Gold,,"Ed Westwick, James Buckley, Joe Thomas, Lauren O'Rourke, Linzey Cocker, Nigel Lindsay, Lloyd Hutchinson, Lee Ross",2019-05-17,2019,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",3
3818,Movie,Good Sam,Kate Melville,"Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous",2019-05-16,2019,90 min,"Children & Family Movies, Dramas",2
3819,Movie,Jonaki,Aditya Vikram Sengupta,"Lolita Chatterjee, Sumanto Chattopadhyay, Ratnabali Bhattacharjee, Jim Sarbh, Indrajit Sinha, Sandershika Tamang, Arunima Sinha, Satya Priya Chakraborty, Christel Das, Burjor Patel",2019-05-16,2018,96 min,"Dramas, Independent Movies, International Movies",3
3820,Movie,PATRICK (2019),Mandie Fletcher,"Beattie Edmondson, Ed Skrein, Tom Bennett, Jennifer Saunders",2019-05-16,2019,94 min,"Children & Family Movies, Comedies",2
3821,TV Show,Dennis and Gnasher Unleashed,,"Freddie Fox, Kathryn Drysdale, Rasmus Hardiker, Joanna Ruiz, Ryan Sampson, Kelly Marie Stewart",2019-05-15,2017,1 Season,"British TV Shows, Kids' TV, TV Comedies",3
3822,Movie,Hamid,Aijaz Khan,"Talha Arshad Reshi, Rasika Dugal, Vikas Kumar, Sumit Kaul, Bashir Lone, Gurveer Singh, Ashraf Nagoo, Mir Sarvar",2019-05-15,2018,108 min,"Dramas, Independent Movies, International Movies",3
3823,TV Show,"Heidi, bienvenida a casa",,"Chiara Francia, Mercedes Lambre, Victorio D'Alessandro, Mario Guerci, Florencia Benítez, Victoria Ramos",2019-05-15,2017,1 Season,"Kids' TV, Spanish-Language TV Shows",2
3824,TV Show,I Hear You,,"Riley Wang, Zhao Lusi, Zhang Jiongmin, Gratitude Dai, Yuan Hao",2019-05-15,2019,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",3
3825,Movie,Backdraft 2,Gonzalo López-Gallego,"Joe Anderson, William Baldwin, Donald Sutherland, Alisha Bailey, Alastair Mackenzie, Dominic Mafham, Jessamine-Bliss Bell, Martin Hutson, Aaron McCusker, Cyril Nri",2019-05-14,2019,102 min,"Action & Adventure, Dramas",2
3826,TV Show,Revisions,,"Koki Uchiyama, Mikako Komatsu, Nobunaga Shimazaki, Rie Takahashi, Manaka Iwami, Soma Saito",2019-05-14,2018,1 Season,"Anime Series, International TV Shows",2
3827,Movie,Still LAUGH-IN: The Stars Celebrate,,"Lily Tomlin, Tiffany Haddish, Neil Patrick Harris, Michael Douglas, Snoop Dogg, Billy Crystal, Chelsea Handler, Jay Leno, Rita Wilson, Bill Maher, Tony Hale, Rita Moreno, Bobby Moynihan, Michael Rapaport, Mary McCormack, Rob Riggle, Jon Lovitz, Kenya Barris, Ruth Buzzi, Jo Anne Worley, Loni Anderson, Maria Bamford, Margaret Cho, Deon Cole, Taye Diggs, Ron Funches, Nikki Glaser, Jameela Jamil, Natasha Leggero, Loni Love, Cheri Oteri, Russell Peters, Jeff Ross, Lisa Ann Walter",2019-05-14,2019,61 min,Comedies,1
3828,Movie,Weed the People,Abby Epstein,,2019-05-14,2018,94 min,Documentaries,1
3829,Movie,Malibu Rescue,Savage Steve Holland,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, JT Neal, Ian Ziering, Bryana Salaz, Camaron Engels, Jeremy Howard, Jeff Meacham",2019-05-13,2019,70 min,"Children & Family Movies, Comedies",2
3830,Movie,Merata: How Mum Decolonised the Screen,Hepi Mita,Hepi Mita,2019-05-12,2018,88 min,Documentaries,1
3831,TV Show,The Defected,,"Kara Hui, Philip Keung, Benjamin Yuen, Sisley Choi, Hui Shiu Hung, Ben Wong, Joman Chiang",2019-05-12,2019,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",3
3832,Movie,Dry Martina,Che Sandoval,"Antonella Costa, Patricio Contreras, Geraldine Neary, Pedro Campos, Álvaro Espinosa",2019-05-11,2018,100 min,"Dramas, Independent Movies, International Movies",3
3833,Movie,Shéhérazade,Jean-Bernard Marlin,"Dylan Robert, Kenza Fortas, Idir Azougli, Lisa Amedjout, Sofia Bent, Nabila Bounad, Kader Benchoudar, Nabila Ait Amer",2019-05-11,2019,111 min,"Dramas, Independent Movies, International Movies",3
3834,Movie,The Great Magician,Yee Tung-Shing,"Tony Leung Chiu Wai, Lau Ching Wan, Zhou Xun, Wu Gang, Ni Yan, Paul Chun, Kenya Sawada, Lam Suet",2019-05-11,2011,128 min,"Action & Adventure, Comedies, Dramas",3
3835,TV Show,Easy,,"Aubrey Plaza, Judy Greer, Jane Adams, Zazie Beetz, Kate Berlant, Aya Cash, Michael Chernus, Kiersey Clemons, Orlando Bloom, Malin Akerman, Marc Maron, Dave Franco, Hannibal Buress, Jake Johnson, Emily Ratajkowski, Andrew Bachelor",2019-05-10,2019,3 Seasons,"TV Comedies, TV Dramas",2
3836,Movie,In Family I Trust,Patricia Font,"Clara Lago, Álex García, Carmen Maura, Alexandra Jiménez, Paula Malia, Fernando Guallar, Carlos Cuevas",2019-05-10,2018,98 min,"Comedies, Dramas, International Movies",3
3837,TV Show,Jailbirds,,,2019-05-10,2019,1 Season,"Docuseries, Reality TV",2
3838,TV Show,The Mechanism,,"Selton Mello, Caroline Abras, Enrique Diaz, Antonio Saboia, Lee Taylor, Otto Jr., Leonardo Medeiros, Osvaldo Mil, Jonathan Haagensen, Giulio Lopes, Susana Ribeiro",2019-05-10,2019,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",3
3839,TV Show,The Princess Weiyoung,,"Tiffany Tang, Luo Jin, Vanness Wu, Rachel Momo, Hsin Ai Lee",2019-05-10,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",3
3840,TV Show,The Society,,"Kathryn Newton, Gideon Adlon, Sean Berdy, Natasha Liu Bordizzo, Jacques Colimon, Olivia DeJonge, Alex Fitzalan, Kristine Froseth, José Julián, Alex MacNicoll, Toby Wallace, Rachel Keller",2019-05-10,2019,1 Season,"TV Dramas, Teen TV Shows",2
3841,Movie,Wine Country,Amy Poehler,"Amy Poehler, Maya Rudolph, Ana Gasteyer, Rachel Dratch, Paula Pell, Emily Spivey, Tina Fey, Jason Schwartzman",2019-05-10,2019,104 min,Comedies,1
3842,Movie,Gatao 2: Rise of the King,Yen Cheng-kuo,"Collin Chou, Jason Wang, Jack Kao, Tsai Chen-nan, Lu Hsueh-feng, Peng Sun",2019-05-09,2018,126 min,"Action & Adventure, Dramas, International Movies",3
3843,TV Show,Away From Home,,"Li Yongzhen, Zhuang Kebi, Zhang Shunyuan, Wang Wei, Wen Shaoping, Liu Shumin, Lu Huiting, Ye Chengcheng, Chen Yuqi",2019-05-08,2015,1 Season,"International TV Shows, TV Dramas",2
3844,TV Show,Bibik-Bibikku,,"Ungku Ismail, Fasha Sandha, Bell Ngasri, Wan Sharmila",2019-05-08,2016,1 Season,"International TV Shows, TV Comedies",2
3845,TV Show,Cinta 100KG,,"Sherry Alhadad, Sharifah Amani, Fezrul Khan, Ungku Hariz, Ruzana Ibrahim, Zain Saidan, Cristina Suzanne, Safia Hanifah",2019-05-08,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",3
3846,TV Show,Cinta Iris,,"Raja Ilya, Nazim Othman, Zain Hamid, Ungku Ismail, Tunku Hanis",2019-05-08,2015,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",3
3847,TV Show,Cinta Si Wedding Planner,,"Mira Filzah, Ady Putra, Fadlan Hazim, Shima Anuar, Nazeera Sardi, Dian P. Ramlee, Wan Sharmila, Rosnah Johari, Idris Md Diah",2019-05-08,2015,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",3
3848,TV Show,Cinta Teruna Kimchi,,"Nazim Othman, Johan As'ari, Nur Risteena, Niena Baharun",2019-05-08,2016,1 Season,"International TV Shows, TV Dramas",2
3849,TV Show,Secret of Success,,"Jack Tan, Rain Shuaiyu, Rickman Chia, Orange Tan, Bernard Shen Jun, Kopi Lim Guo Wei, Dennis Gan",2019-05-08,2015,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",3
3850,TV Show,The Missing Menu,,"Frederick Lee, Jojo Goh, Karena Teo, Jeffrey Cheng, Janelle Chin",2019-05-08,2016,1 Season,"International TV Shows, TV Dramas",2
3851,TV Show,Unchained Fate,,"Lenna Lim, Jack Tan, Rickman Chia, Rabbit Chen, Kopi Lim Guo Wei, Agnes Wang, Allan Toh, Mandy Chen, Tan Hau Yen",2019-05-08,2016,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",3
3852,TV Show,Abyss,,"Park Bo-young, Ahn Hyo-seop, Lee Sung-jae, Lee Si-eon, Han So-hee, Kwon Soo-hyun, Kim Sa-rang, Ahn Se-ha, Yun Yoo-sun",2019-05-07,2019,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",3
3853,TV Show,I Have a Script,,"Souad Abdullah, Shujoon, Fatima Al Safi",2019-05-07,2019,1 Season,"International TV Shows, TV Comedies, TV Dramas",3
3854,TV Show,In the Bosom of a Thorn,,"Elham Al Fadalah, Ibrahim Al-Harbi, Khaled Al-Buraiki, Layla Abdullah, Noor Alghandour, Abeer Ahmad",2019-05-07,2019,1 Season,"International TV Shows, TV Dramas",2
3855,TV Show,The Writer,,"Bassel Khayyat, Daniella Rahme, Nada Abou Farhat, Nicolas Daniel, Gabriel Yammine",2019-05-07,2019,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",3
3856,TV Show,What If?,,"Monther Rayahnah, Khaled Ameen, Aseel Omran, Rawan Mahdi, Ali Al-Husseini, Abdullah Al-Turkumani",2019-05-07,2019,1 Season,"International TV Shows, TV Dramas",2
3857,Movie,Last Breath,"Alex Parkinson, Richard da Costa",,2019-05-06,2019,86 min,"Documentaries, International Movies",2
3858,Movie,The Wandering Earth,Frant Gwo,"Jing Wu, Chuxiao Qu, Jinmai Zhao, Li Guangjie, Ng Man-Tat, Mike Kai Sui, Qu Jingjing, Yichi Zhang, Yang Haoyu, Arkady Sharogradsky, Hongchen Li, Lei Jiayin, Yi Yang, Zhigang Jiang, Huan Zhang",2019-05-06,2019,125 min,"International Movies, Sci-Fi & Fantasy",2
3859,Movie,All In My Family,Hao Wu,,2019-05-03,2019,40 min,"Documentaries, LGBTQ Movies",2
3860,TV Show,Crime Diaries: Night Out,Felipe Cano,"Sebastián Osorio, Fabiana Medina, Laura Osma, Enrique Carriazo, Julián Román, Juliana Velásquez, Juan Pablo Urrego, Carlos Vergara, Ernesto Campos, Fabio Rubiano, Ernesto Benjumea, Jairo Camargo, Marcela Agudelo",2019-05-03,2019,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3
3861,TV Show,Cupcake & Dino - General Services,,"Justin Collette, Mark Little, Kyle Dooley, Mark Forward, Joris Jarksy, Julie Lemieux, Kayla Lorette, Julie Sype",2019-05-03,2019,2 Seasons,"Kids' TV, TV Comedies",2
3862,Movie,Despite Everything,Gabriela Tagliavini,"Blanca Suárez, Macarena García, Amaia Salamanca, Belén Cuesta, Maxi Iglesias, Juan Diego, Joaquín Climent, Carlos Bardem, Emilio Gutiérrez Caba, Tito Valverde, Teresa Rabal, Rossy de Palma, Marisa Paredes",2019-05-03,2019,79 min,"Comedies, International Movies, Romantic Movies",3
3863,Movie,"Extremely Wicked, Shockingly Evil and Vile",Joe Berlinger,"Zac Efron, Lily Collins, Kaya Scodelario, Jeffrey Donovan, Angela Sarafyan, Jim Parsons, John Malkovich, Haley Joel Osment, Dylan Baker, Brian Geraghty",2019-05-03,2019,110 min,"Dramas, Independent Movies",2
3864,TV Show,Flinch,,"Desiree Burch, Lloyd Griffith, Seann Walsh",2019-05-03,2019,1 Season,Reality TV,1
3865,Movie,Jo Pil-ho: The Dawning Rage,Lee Jeong-beom,"Lee Sun-kyun, Jeon So-nee, Park Hae-joon, Song Young-chang, Park Byung-eun, Lim Hyung-kuk, Kim Min-jae, Kwon Han-sol, Nam Mun-cheol, Lim Cheol-su",2019-05-03,2018,128 min,"Dramas, International Movies, Thrillers",3
3866,Movie,The Last Summer,William Bindley,"K.J. Apa, Maia Mitchell, Tyler Posey, Jacob Latimore, Halston Sage, Wolfgang Novogratz, Sosie Bacon, Jacob McCarthy, Mario Revolori, Gage Golightly, Audrey Grace Marshall",2019-05-03,2019,110 min,"Comedies, Romantic Movies",2
3867,TV Show,Tuca & Bertie,,"Tiffany Haddish, Ali Wong, Steven Yeun, Nicole Byer, Richard E. Grant, Reggie Watts",2019-05-03,2019,1 Season,TV Comedies,1
3868,Movie,Laatu,Manav Shah,"Gagan Kokri, Aditi Sharma, Karamjit Anmol, Sardar Sohi, Anita Devgan, Ashish Duggal, Nisha Bano, Harby Sangha, Rahul Jungral, Prakash Gadhu",2019-05-02,2018,116 min,"Comedies, Dramas, International Movies",3
3869,Movie,Olympus Has Fallen,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster",2019-05-02,2013,119 min,Action & Adventure,1
3870,TV Show,Code Geass: Lelouch of the Rebellion,,"Jun Fukuyama, Takahiro Sakurai, Yukana, Ami Koshimizu, Kaori Nazuka, Fumiko Orikasa, Sayaka Ohara, Noriaki Sugiyama, Takahiro Mizushima, Soichiro Hoshi, Yuko Goto",2019-05-01,2008,2 Seasons,"Anime Series, International TV Shows",2
3871,Movie,John & Yoko: Above Us Only Sky,Michael Epstein,"John Lennon, Yoko Ono",2019-05-01,2018,90 min,"Documentaries, Music & Musicals",2
3872,Movie,Knock Down The House,Rachel Lears,Alexandria Ocasio-Cortez,2019-05-01,2019,88 min,Documentaries,1
3873,Movie,Munafik 2,Syamsul Yusof,"Syamsul Yusof, Maya Karin, Nasir Bilal Khan, Rahim Razali, Fizz Fairuz, Fauzi Nawawi, Mawi, Ku Faridah",2019-05-01,2018,104 min,"Horror Movies, International Movies",2
3874,Movie,Sur Sapata,Mangesh Kanthale,"Upendra Limaye, Govind Namdeo, Sanjay Jadhav, Anand Ingale, Bharat Ganeshpure, Praveen Tarde, Chinmay Patwardhan, Jivan Karlakar",2019-05-01,2019,140 min,"Comedies, Dramas, International Movies",3
3875,Movie,A Home with A View,Herman Yau,"Francis Chun-Yu Ng, Louis Koo, Anita Yuen, Tat-Ming Cheung, Jocelyn Choi, Ng Siu-hin, Lam Suet, Anthony Wong Chau-Sang, Lo Hoi-pang",2019-04-30,2019,92 min,"Comedies, International Movies",2
3876,TV Show,Angel 'N' Devil,,"Simon Lian, Teddy Chen, Sylvia Wang, Cosmos Lin, Ting Liu, Lucia Chen, Allie Ji, Sunnee Yang, Na Wei-hsun",2019-04-30,2014,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",3
3877,Movie,Anthony Jeselnik: Fire in the Maternity Ward,Marcus Raboy,Anthony Jeselnik,2019-04-30,2019,64 min,Stand-Up Comedy,1
3878,TV Show,Hong Kong West Side Stories,,"Louis Cheung, Myolie Wu, Justin Cheung, Brian Chan, Raymond Chiu, Fish Liew, Lee Sheung Ching, Kaki Sham, Gregory Wong, Thor Lok",2019-04-30,2018,1 Season,"International TV Shows, TV Comedies, TV Dramas",3
3879,TV Show,Ingress: The Animation,,"Yoshiki Nakajima, Reina Ueda, Shigeo Kiyama, Tarusuke Shingaki, Kohsuke Toriumi, Kentaro Tone, Hiroo Sasaki, Megumi Ogata",2019-04-30,2018,1 Season,"Anime Series, Crime TV Shows, International TV Shows",3
3880,TV Show,K.O. One Re-act,,"Jiro Wang, Pets Tseng, Sam Lin, Sylvia Wang, Wes Lo, Wayne Huang, Xu Ming-jie, Ba Yu, Emily Tsai, Chen Bo-zheng, Nylon Chen, Na Wei-hsun",2019-04-30,2013,1 Season,"International TV Shows, TV Comedies, TV Dramas",3
3881,TV Show,K.O.3an Guo,,"George Hu, Chen De-xiu, Bo Yan, Lorene Ren, Tsai Yi-chen, Benjamin H. Wang, Wes Lo, Shao Xiang, Pets Tseng, Nylon Chen, Wu Xiong",2019-04-30,2009,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",3
3882,TV Show,KO One Return,,"Jiro Wang, Pets Tseng, Sam Lin, Xu Ming-jie, Sylvia Wang, Monkey Shao, Zhang Hao Ming, Na Wei-hsun",2019-04-30,2012,1 Season,"International TV Shows, TV Comedies, TV Dramas",3
3883,TV Show,The Outsiders,,"Dylan Kuo, Ady An, Lan Cheng-Lung, Michael Chang, Joelle Lu",2019-04-30,2004,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",3
3884,TV Show,Ash vs. Evil Dead,,"Bruce Campbell, Lucy Lawless, Ray Santiago, Dana DeLorenzo, Jill Marie Jones",2019-04-29,2018,3 Seasons,"TV Action & Adventure, TV Comedies, TV Horror",3
3885,Movie,Teen Aur Aadha,Dar Gai,"Zoya Hussain, Suhasini Mulay, Jim Sarbh, Aarya Dave, Anjum Rajabali, M.K. Raina",2019-04-29,2018,119 min,"Dramas, Independent Movies, International Movies",3
3886,TV Show,Señora Acero,,"Blanca Soto, Litzy, Damián Alcázar, Marco Pérez, Jorge Zárate, Rossana San Juan, Andrés Palacios, Rebecca Jones, Lincoln Palomeque",2019-04-28,2018,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3
3887,TV Show,Chambers,,"Sivan Alyra Rose, Uma Thurman, Tony Goldwyn, Marcus LaVoi, Nicholas Galitzine, Kyanna Simone Simpson, Griffin Powell-Arcand, Lilli Kay, Sarah Mezzanotte, Lilliya Scarlett Reid",2019-04-26,2019,1 Season,"TV Horror, TV Mysteries, Teen TV Shows",3
3888,Movie,Loving is Losing,Fernando Ayllón,"Ricardo Quevedo, Liss Pereira, Iván Marín, Lorna Cepeda, Carolina Sarmiento, Linda Baldrich, Joavany Álvarez, María Cecilia Botero, Rocío Tavera, Bruno Díaz",2019-04-26,2019,91 min,"Comedies, International Movies, Romantic Movies",3
3889,Movie,Money Trap,Yılmaz Erdoğan,"Yılmaz Erdoğan, Kıvanç Tatlıtuğ, Ezgi Mola, Bensu Soral, Rıza Kocaoğlu, Okan Çabalar, Güven Kıraç, Ahmet Mümtaz Taylan",2019-04-26,2019,122 min,"Comedies, Dramas, International Movies",3
3890,Movie,Njan Prakashan,Sathyan Anthikad,"Fahadh Faasil, Sreenivasan, Nikhila Vimal, Devika Sanjay, Anju Kurian, K.P.A.C. Lalitha",2019-04-26,2018,125 min,"Comedies, Dramas, International Movies",3
3891,Movie,ReMastered: Devil at the Crossroads,Brian Oakes,,2019-04-26,2019,49 min,"Documentaries, Music & Musicals",2
3892,TV Show,Street Food,,,2019-04-26,2019,1 Season,Docuseries,1
3893,TV Show,The Hateful Eight: Extended Version,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks",2019-04-25,2015,1 Season,TV Shows,1
3894,Movie,A Fortunate Man,Bille August,"Esben Smed, Katrine Rosenthal, Benjamin Kitter, Julie Christiansen, Tommy Kenter, Tammi Øst, Rasmus Bjerg, Ole Lemmeke, Sarah Viktoria Bjerregaard, Anders Hove, Jens Albinus",2019-04-20,2018,168 min,"Dramas, International Movies",2
3895,Movie,Grass Is Greener,Fab Five Freddie,,2019-04-20,2019,98 min,"Documentaries, Music & Musicals",2
3896,Movie,Brené Brown: The Call to Courage,Sandra Restrepo,Brené Brown,2019-04-19,2019,77 min,Documentaries,1
3897,TV Show,KO One,,"Aaron Yan, Jiro Wang, Calvin Ka-Sing Chen, Danson Tang, Tsai Yi-chen, Alien Huang",2019-04-19,2005,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",3
3898,TV Show,Lunatics,,Chris Lilley,2019-04-19,2019,1 Season,"International TV Shows, TV Comedies",2
3899,Movie,Music Teacher,Sarthak Dasgupta,"Manav Kaul, Amrita Bagchi, Divya Dutta, Neena Gupta, Niharika Lyra Dutt, K.C. Shankar",2019-04-19,2019,102 min,"Dramas, Independent Movies, International Movies",3
3900,TV Show,My Dear Boy,,"Ruby Lin, Derek Chang, Lee Lee-zen, Archie Kao, Yen Yi-wen, Chu Chung-heng, Aaron Chen, Greg Han, Wen Chen-ling, Zhang Guang-chen",2019-04-19,2017,1 Season,"International TV Shows, Romantic TV Shows",2
3901,TV Show,Rilakkuma and Kaoru,,"Mikako Tabe, Soki Matsumoto, Takayuki Yamada, Mai Kanazawa, Shigeru Sugimoto, Issei Takubo, Kanako Nishiyama, Yuzuha Kobayashi, Masako Matsuno, Kana Odaira, Hitoshi Honma, Ayano Kinashi",2019-04-19,2019,1 Season,"Anime Series, International TV Shows",2
3902,TV Show,Samantha!,,"Emmanuelle Araújo, Douglas Silva, Sabrina Nonata, Cauã Gonçalves, Daniel Furlan, Alice Braga, Alessandra Negrini, Lorena Comparato, Rodrigo Pandolfo, Luciana Vendramini, Maria Eduarda, Sidney Alexandre, Enzo Ovideo, Mauricio Xavier, Paulo Tiefenthaler, Ary França",2019-04-19,2019,2 Seasons,"International TV Shows, TV Comedies",2
3903,Movie,Someone Great,Jennifer Kaytin Robinson,"Gina Rodriguez, Brittany Snow, DeWanda Wise, Lakeith Stanfield, RuPaul Charles, Peter Vack, Alex Moffat, Rosario Dawson, Rebecca Naomi Jones, Jaboukie Young-White, Michelle Buteau, Questlove",2019-04-19,2019,92 min,"Comedies, Romantic Movies",2
3904,Movie,The Ruthless,Renato De Maria,"Riccardo Scamarcio, Sara Serraiocco, Alessio Praticò, Alessandro Tedeschi, Marie-Ange Casta",2019-04-19,2019,111 min,"Dramas, International Movies",2
3905,Movie,A Little Chaos,Alan Rickman,"Kate Winslet, Matthias Schoenaerts, Alan Rickman, Stanley Tucci, Helen McCrory, Steven Waddington, Jennifer Ehle, Rupert Penry-Jones, Paula Paul, Danny Webb, Phyllida Law",2019-04-17,2014,113 min,"Dramas, Independent Movies, International Movies",3
3906,Movie,Franco Escamilla: Bienvenido al mundo,Ulises Valencia,Franco Escamilla,2019-04-17,2019,54 min,Stand-Up Comedy,1
3907,Movie,HOMECOMING: A film by Beyoncé,Beyoncé Knowles-Carter,Beyoncé Knowles-Carter,2019-04-17,2019,138 min,"Documentaries, Music & Musicals",2
3908,Movie,About Time,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson, Lindsay Duncan, Richard Cordery, Tom Hollander, Margot Robbie, Joshua McGuire, Vanessa Kirby",2019-04-16,2013,123 min,"Comedies, Dramas, International Movies",3
3909,Movie,Super Monsters Furever Friends,,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip",2019-04-16,2019,59 min,Children & Family Movies,1
