Cast,Genre(s)
Bret Parker,"['Animation', 'Comedy', 'Family']"
 Emily Davis,"['Animation', 'Comedy', 'Family']"
 Kelsey Mann,"['Animation', 'Comedy', 'Family']"
 Austin Madison,"['Animation', 'Comedy', 'Family']"
 Erik Langley,"['Animation', 'Comedy', 'Family']"
 Michael Daley,"['Animation', 'Comedy', 'Family']"
Tony Anselmo,"['Comedy', 'Action-Adventure', 'Kids', 'Anthology', 'Animation', 'Family', 'Parody']"
 James Avery,"['Animation', 'Action-Adventure', 'Comedy', 'Kids']"
 Brian Cummings,"['Animation', 'Action-Adventure', 'Comedy']"
 E.G. Daily,"['Animation', 'Action-Adventure', 'Comedy']"
 Jeannie Elias,"['Animation', 'Action-Adventure', 'Comedy']"
 Pamela Segall,"['Comedy', 'Action-Adventure', 'Kids', 'Coming of Age', 'Animation']"
David Oyelowo,"['Action-Adventure', 'Historical', 'Biographical', 'Sports', 'Drama']"
 Lupita Nyong'o,"['Science Fiction', 'Action-Adventure', 'Biographical', 'Drama', 'Coming of Age', 'Sports', 'Family', 'Superhero']"
 Madina Nalwanga,"['Sports', 'Drama', 'Biographical']"
 Martin Kabanza,"['Sports', 'Drama', 'Biographical']"
 Taryn Kyaze,"['Sports', 'Drama', 'Biographical']"
 Esther Tebandeke,"['Sports', 'Drama', 'Biographical']"
Kimberly Brown,"['Comedy', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Daniel Roebuck,"['Comedy', 'Coming of Age']"
 Elizabeth Morehead,"['Comedy', 'Coming of Age']"
 Shadia Simmons,"['Comedy', 'Drama', 'Coming of Age', 'Biographical']"
 Jake Epstein,"['Comedy', 'Coming of Age']"
 Vince Corazza,"['Comedy', 'Coming of Age']"
Patton Oswalt,"['Animation', 'Comedy', 'Family']"
 Ian Holm,"['Animation', 'Comedy', 'Family']"
 Lou Romano,"['Animation', 'Comedy', 'Family']"
 Brian Dennehy,"['Comedy', 'Animation', 'Family', 'Animals & Nature']"
 Peter Sohn,"['Animation', 'Buddy', 'Comedy', 'Family']"
 Peter O'Toole,"['Animation', 'Comedy', 'Family']"
Kay Panabaker,"['Comedy', 'Drama', 'Coming of Age', 'Animals & Nature', 'Family']"
 Jason Dolley,"['Comedy', 'Family', 'Coming of Age', 'Drama']"
 Robin Riker,"['Comedy', 'Sports', 'Drama', 'Coming of Age', 'Fantasy']"
 Tom Virtue,"['Comedy', 'Action-Adventure', 'Kids', 'Drama', 'Coming of Age']"
 Alexandra Krosney,"['Comedy', 'Drama', 'Coming of Age']"
 Danielle Panabaker,"['Comedy', 'Action-Adventure', 'Drama', 'Coming of Age', 'Family']"
Krissy Perez,"['Family', 'Coming of Age', 'Animals & Nature']"
 Jason Dohring,"['Family', 'Coming of Age', 'Animals & Nature']"
 Lillian Hurst,"['Family', 'Coming of Age', 'Animals & Nature']"
 Jon Brazier,"['Family', 'Coming of Age', 'Animals & Nature']"
 Nestor Serrano,"['Family', 'Coming of Age', 'Animals & Nature']"
 Theresa Saldana,"['Family', 'Coming of Age', 'Animals & Nature']"
Rickey Collins,"['Animation', 'Family', 'Comedy', 'Kids']"
 Jason Davis,"['Animation', 'Family', 'Comedy', 'Kids']"
 Ashley Johnson,"['Animation', 'Family', 'Comedy', 'Kids']"
 Myles Jeffrey,"['Comedy', 'Family', 'Science Fiction', 'Animation', 'Fantasy']"
 Andrew Lawrence,"['Comedy', 'Action-Adventure', 'Coming of Age', 'Animation', 'Family']"
 Ross Malinger,"['Animation', 'Family', 'Comedy', 'Kids']"
Rickey Collins,"['Animation', 'Family', 'Comedy', 'Kids']"
 Jason Davis,"['Animation', 'Family', 'Comedy', 'Kids']"
 Ashely Johnson,"['Animation', 'Comedy', 'Family']"
 Andy Lawrence,"['Comedy', 'Drama', 'Coming of Age', 'Animation', 'Family']"
 Courtland Mead,"['Animation', 'Family', 'Comedy', 'Kids']"
 Pam Segall,"['Animation', 'Comedy', 'Family']"
Rickey Collins,"['Animation', 'Family', 'Comedy', 'Kids']"
 Jason Davis,"['Animation', 'Family', 'Comedy', 'Kids']"
 Myles Jeffrey,"['Comedy', 'Family', 'Science Fiction', 'Animation', 'Fantasy']"
 Ashley Johnson,"['Animation', 'Family', 'Comedy', 'Kids']"
 Courtland Mead,"['Animation', 'Family', 'Comedy', 'Kids']"
 Pamela Adlon,"['Comedy', 'Family', 'Action-Adventure', 'Animation', 'Fantasy']"
Denzel Washington,"['Sports', 'Historical', 'Drama']"
 Will Patton,"['Sports', 'Historical', 'Drama']"
 Donald Faison,"['Sports', 'Historical', 'Drama']"
 Wood Harris,"['Sports', 'Historical', 'Drama']"
 Ryan Hurst,"['Sports', 'Historical', 'Drama']"
 Ethan Suplee,"['Sports', 'Historical', 'Drama']"
Bette Davis,"['Science Fiction', 'Action-Adventure', 'Family']"
 Christopher Lee,"['Science Fiction', 'Action-Adventure', 'Family']"
 Kim Richards,"['Science Fiction', 'Action-Adventure', 'Family', 'Fantasy']"
 Ike Eisenmann,"['Science Fiction', 'Action-Adventure', 'Family', 'Fantasy']"
 Jack Soo,"['Science Fiction', 'Action-Adventure', 'Family']"
 Anthony James,"['Science Fiction', 'Action-Adventure', 'Family']"
Sara Paxton,"['Comedy', 'Fantasy', 'Coming of Age', 'Animals & Nature', 'Family']"
 Judith Hoag,"['Comedy', 'Family', 'Action-Adventure', 'Coming of Age', 'Fantasy']"
 Lucas Grabeel,"['Musical', 'Kids', 'Romance', 'Western', 'Fantasy', 'Coming of Age', 'Animation', 'Family']"
 J. Zimmerman,"['Family', 'Fantasy']"
 Kristy Wu,"['Family', 'Fantasy']"
 Keone Young,"['Family', 'Fantasy']"
Nicol Williamson,"['Action-Adventure', 'Family', 'Fantasy']"
 Jean Marsh,"['Action-Adventure', 'Family', 'Fantasy']"
 Piper Laurie,"['Action-Adventure', 'Family', 'Fantasy']"
 Matt Clark,"['Action-Adventure', 'Family', 'Fantasy']"
 Fairuza Balk,"['Action-Adventure', 'Family', 'Fantasy']"
 Michael Sundin,"['Action-Adventure', 'Family', 'Fantasy']"
David Gallagher,"['Comedy', 'Action-Adventure', 'Family']"
 Eugene Levy,"['Comedy', 'Action-Adventure', 'Fantasy', 'Romance', 'Family']"
 Keene Curtis,"['Comedy', 'Action-Adventure', 'Family']"
 Jake Richardson,"['Comedy', 'Action-Adventure', 'Fantasy', 'Family']"
 Martin Mull,"['Comedy', 'Action-Adventure', 'Family']"
 Lesley Warren,"['Comedy', 'Action-Adventure', 'Family']"
Beverley Mitchell,"['Sports', 'Buddy', 'Family']"
 Brie Larson,"['Sports', 'Buddy', 'Family']"
 Marcus Toji,"['Sports', 'Buddy', 'Family']"
 Jodi Russell,"['Sports', 'Buddy', 'Family']"
 Jon Lindstrom,"['Sports', 'Buddy', 'Family']"
 Ruby O'Neil,"['Sports', 'Buddy', 'Family']"
Lori Alan,"['Comedy', 'Family', 'Action-Adventure', 'Kids', 'Coming of Age', 'Animation', 'Fantasy']"
 Carlos Alazraqui,"['Comedy', 'Action-Adventure', 'Kids', 'Coming of Age', 'Animation', 'Fantasy']"
 Lewis Black,"['Animation', 'Comedy', 'Family', 'Coming of Age']"
 Josh Cooley,"['Animation', 'Comedy', 'Coming of Age', 'Family']"
 Ben Cox,"['Animation', 'Comedy', 'Coming of Age']"
 Kaitlyn Dias,"['Animation', 'Comedy', 'Coming of Age']"
Camilla Belle,"['Drama', 'Coming of Age']"
 Dwier Brown,"['Drama', 'Coming of Age']"
 Stacie Hess,"['Drama', 'Coming of Age']"
 Brian Stark,"['Drama', 'Coming of Age']"
 Jeanne Mori,"['Drama', 'Coming of Age']"
 Lauren Sinclair,"['Drama', 'Coming of Age']"
Roger Miller,"['Animation', 'Action-Adventure', 'Family']"
 Peter Ustinov,"['Animation', 'Action-Adventure', 'Family', 'Mystery']"
 Terry-Thomas ,"['Animation', 'Action-Adventure', 'Family']"
 Brian Bedford,"['Animation', 'Action-Adventure', 'Family']"
 Monica Evans,"['Animation', 'Action-Adventure', 'Family']"
 Phil Harris,"['Animation', 'Action-Adventure', 'Family']"
Chopper Bernet,"['Docuseries', 'Family', 'Animals & Nature']"
Felicity Jones,"['Science Fiction', 'Action-Adventure', 'Anthology', 'Animation']"
 Diego Luna,"['Science Fiction', 'Action-Adventure']"
 Ben Mendelsohn,"['Science Fiction', 'Action-Adventure', 'Superhero']"
 Donnie Yen,"['Science Fiction', 'Action-Adventure', 'Drama', 'Coming of Age']"
 Mads Mikkelsen,"['Science Fiction', 'Action-Adventure']"
 Alan Tudyk,"['Comedy', 'Family', 'Science Fiction', 'Action-Adventure', 'Animation', 'Fantasy']"
Paul Newman,"['Animation', 'Documentary', 'Comedy', 'Family']"
 Steve Squyres,"['Documentary', 'Family']"
 Rob Manning,"['Documentary', 'Family']"
 Dr. Elachi,"['Documentary', 'Family']"
 Wayne Lee,"['Documentary', 'Family']"
Penelope Miller,"['Historical', 'Drama', 'Biographical']"
 Kevin Pollak,"['Historical', 'Drama', 'Biographical']"
 Michael Beach,"['Historical', 'Drama', 'Biographical']"
 Jean Kelly,"['Historical', 'Drama', 'Music', 'Biographical']"
 Peter James,"['Historical', 'Drama', 'Biographical']"
 Patrika Darbo,"['Historical', 'Drama', 'Biographical']"
Robert Redford,"['Documentary', 'Family', 'Animals & Nature']"
 Arapata McKay,"['Documentary', 'Family', 'Animals & Nature']"
 Tsaan Ciqae,"['Documentary', 'Family', 'Animals & Nature']"
 Mae Tui,"['Documentary', 'Family', 'Animals & Nature']"
 Cy Peck Jr.,"['Documentary', 'Family', 'Animals & Nature']"
 Mutang Urud,"['Documentary', 'Family', 'Animals & Nature']"
Fred Shields,"['Animation', 'Comedy', 'Family']"
Jack Carson,"['Comedy', 'Family', 'Animals & Nature']"
 Robert Culp,"['Comedy', 'Action-Adventure', 'Western', 'Animals & Nature', 'Family']"
 Patricia Barry,"['Comedy', 'Family', 'Animals & Nature']"
 Elisabeth Fraser,"['Comedy', 'Family', 'Animals & Nature']"
 Michael McGreevey,"['Comedy', 'Family', 'Animals & Nature']"
 Billy Mummy,"['Comedy', 'Family', 'Animals & Nature']"
Brenton Schraff,"['Animation', 'Action-Adventure', 'Family']"
 Sunny Attar,"['Animation', 'Action-Adventure', 'Family']"
 Arun Rao,"['Animation', 'Action-Adventure', 'Family']"
 Jaquelynn Herrera,"['Animation', 'Action-Adventure', 'Family']"
Cheryl Ladd,"['Fantasy', 'Musical']"
 George Newbern,"['Fantasy', 'Musical']"
 Pat Finn,"['Fantasy', 'Musical']"
 Danny Woodburn,"['Comedy', 'Fantasy', 'Musical', 'Kids']"
 Obba Babatunde,"['Fantasy', 'Musical']"
 Paul Rae,"['Comedy', 'Fantasy', 'Musical', 'Kids']"
Emma Thompson,"['Historical', 'Action-Adventure', 'Biographical', 'Crime', 'Coming of Age', 'Drama', 'Animation', 'Family']"
 Tom Hanks,"['Historical', 'Drama', 'Biographical']"
 Colin Farrell,"['Historical', 'Drama', 'Biographical']"
 Paul Giamatti,"['Comedy', 'Action-Adventure', 'Historical', 'Biographical', 'Drama', 'Family']"
 Jason Schwartzman,"['Comedy', 'Historical', 'Biographical', 'Crime', 'Drama', 'Animation']"
 Bradley Whitford,"['Historical', 'Drama', 'Biographical']"
Anjali Chadha,"['Documentary', 'Family']"
 Ryan Folz,"['Documentary', 'Family']"
 Harsha Paladugu,"['Documentary', 'Family']"
 Abraham Riedel-Mishaan,"['Documentary', 'Family']"
 Kashfia Rahman,"['Documentary', 'Family']"
 Ivo Zell,"['Documentary', 'Family']"
Max Kennedy,"['Action-Adventure', 'Documentary', 'Animals & Nature']"
Mae Whitman,"['Family', 'Action-Adventure', 'Kids', 'Anime', 'Animation', 'Fantasy']"
 Lucy Hale,"['Animation', 'Fantasy', 'Kids']"
 Timothy Dalton,"['Comedy', 'Family', 'Kids', 'Animation', 'Fantasy']"
 Jeff Bennett,"['Comedy', 'Action-Adventure', 'Fantasy', 'Kids', 'Coming of Age', 'Anthology', 'Animation', 'Family']"
 Lucy Liu,"['Family', 'Action-Adventure', 'Kids', 'Animation', 'Fantasy']"
 Raven-Symoné,"['Comedy', 'Family', 'Science Fiction', 'Action-Adventure', 'Kids', 'Coming of Age', 'Animation', 'Fantasy']"
Diane Lane,"['Comedy', 'Biographical', 'Drama', 'Coming of Age', 'Animals & Nature']"
 John Malkovich,"['Action-Adventure', 'Fantasy', 'Biographical', 'Drama', 'Animals & Nature', 'Family']"
 Dylan Walsh,"['Drama', 'Biographical', 'Animals & Nature']"
 James Cromwell,"['Drama', 'Biographical', 'Animals & Nature']"
 Kevin Connolly,"['Comedy', 'Biographical', 'Drama', 'Coming of Age', 'Animals & Nature', 'Fantasy']"
 Nelsan Ellis,"['Drama', 'Biographical', 'Animals & Nature']"
Winston Hibler,"['Historical', 'Documentary', 'Family', 'Animals & Nature']"
Andre Braugher,"['Documentary', 'Animals & Nature']"
Bella Thorne,"['Comedy', 'Buddy', 'Music', 'Coming of Age', 'Anthology', 'Family']"
 Zendaya ,"['Comedy', 'Family', 'Biographical', 'Drama', 'Coming of Age', 'Buddy']"
 Davis Cleveland,"['Comedy', 'Buddy', 'Coming of Age']"
 Roshon Fegan,"['Comedy', 'Buddy', 'Coming of Age']"
 Adam Irigoyen,"['Comedy', 'Buddy', 'Coming of Age']"
 Kenton Duty,"['Comedy', 'Buddy', 'Coming of Age']"
Chris McLinden,"['Action-Adventure', 'Documentary', 'Animals & Nature']"
Ashley Tisdale,"['Comedy', 'Action-Adventure', 'Musical', 'Music', 'Romance', 'Coming of Age', 'Animation', 'Family']"
 Austin Butler,"['Comedy', 'Coming of Age', 'Music']"
 Cameron Goodman,"['Comedy', 'Coming of Age', 'Music']"
 Bradley Perry,"['Comedy', 'Action-Adventure', 'Music', 'Coming of Age', 'Family']"
 Alec Mapa,"['Comedy', 'Coming of Age', 'Music']"
 Jack Plotnick,"['Comedy', 'Coming of Age', 'Music']"
Stian Smestad,"['Action-Adventure', 'Family', 'Coming of Age']"
 Trond Peter Munch,"['Action-Adventure', 'Family', 'Coming of Age']"
 Louisa Haigh,"['Action-Adventure', 'Family', 'Coming of Age']"
 Gabriel Byrne,"['Action-Adventure', 'Family', 'Coming of Age']"
 Bjørn Sundquist,"['Action-Adventure', 'Family', 'Coming of Age']"
 Eva von Hanno,"['Action-Adventure', 'Family', 'Coming of Age']"
Paul Essiembre,"['Animation', 'Action-Adventure', 'Kids']"
 James Blendick,"['Animation', 'Action-Adventure', 'Kids']"
 Robert Bockstael,"['Comedy', 'Action-Adventure', 'Kids', 'Animation', 'Fantasy']"
 Jennifer Daley,"['Animation', 'Action-Adventure', 'Kids']"
 Colin Fox,"['Animation', 'Action-Adventure', 'Kids']"
Dan Castellaneta,"['Comedy', 'Family', 'Action-Adventure', 'Animation', 'Fantasy']"
 Julie Kavner,"['Animation', 'Action-Adventure', 'Comedy']"
 Nancy Cartwright,"['Comedy', 'Action-Adventure', 'Coming of Age', 'Animation', 'Fantasy']"
 Yeardley Smith,"['Animation', 'Action-Adventure', 'Comedy', 'Fantasy']"
 Harry Shearer,"['Animation', 'Action-Adventure', 'Comedy']"
 Hank Azaria,"['Comedy', 'Family', 'Action-Adventure', 'Animation', 'Fantasy']"
Whoopi Goldberg,"['Comedy', 'Documentary', 'Fantasy', 'Music', 'Variety', 'Crime', 'Family', 'Reality']"
 Maggie Smith,"['Comedy', 'Crime', 'Family']"
 Harvey Keitel,"['Comedy', 'Action-Adventure', 'Mystery', 'Crime', 'Family', 'Thriller']"
 Bill Nunn,"['Comedy', 'Crime', 'Family']"
 Mary Wickes,"['Comedy', 'Crime', 'Music', 'Family']"
 Kathy Najimy,"['Comedy', 'Action-Adventure', 'Fantasy', 'Kids', 'Music', 'Crime', 'Animation', 'Family']"
Whoopi Goldberg,"['Comedy', 'Documentary', 'Fantasy', 'Music', 'Variety', 'Crime', 'Family', 'Reality']"
 Kathy Najimy,"['Comedy', 'Action-Adventure', 'Fantasy', 'Kids', 'Music', 'Crime', 'Animation', 'Family']"
 Barnard Hughes,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Music', 'Family']"
 Mary Wickes,"['Comedy', 'Crime', 'Music', 'Family']"
 James Coburn,"['Comedy', 'Family', 'Music', 'Animation', 'Buddy']"
 Michael Jeter,"['Comedy', 'Family', 'Music']"
Kelly Blatz,"['Science Fiction', 'Action-Adventure']"
 Joey Pollari,"['Science Fiction', 'Action-Adventure', 'Fantasy', 'Coming of Age']"
 Conrad Coates,"['Science Fiction', 'Action-Adventure']"
 Jacqueline Wood,"['Science Fiction', 'Action-Adventure']"
 Nathan Stephenson,"['Science Fiction', 'Action-Adventure']"
 Kerry Laifatt,"['Science Fiction', 'Action-Adventure']"
Mary Costa,"['Animation', 'Family', 'Fantasy']"
 Eleanor Audley,"['Animation', 'Family', 'Fantasy']"
 Barbara Luddy,"['Fantasy', 'Kids', 'Musical', 'Animation', 'Family']"
 Taylor Holmes,"['Animation', 'Family', 'Fantasy']"
 Bill Shirley,"['Animation', 'Family', 'Fantasy']"
 Verna Felton,"['Animation', 'Action-Adventure', 'Family', 'Fantasy']"
Ryan Merriman,"['Comedy', 'Romance', 'Drama', 'Coming of Age', 'Fantasy']"
 Kevin Kilner,"['Comedy', 'Drama', 'Coming of Age']"
 Jessica Steen,"['Comedy', 'Drama', 'Coming of Age']"
 Katie Volding,"['Comedy', 'Drama', 'Coming of Age']"
 Katey Sagal,"['Comedy', 'Drama', 'Coming of Age']"
 Emilio Borelli,"['Comedy', 'Drama', 'Coming of Age']"
Adriana Caselotti,"['Animation', 'Family', 'Fantasy']"
 Harry Stockwell,"['Animation', 'Family', 'Fantasy']"
 Lucille LaVerne,"['Animation', 'Family', 'Fantasy']"
 Moroni Olsen,"['Animation', 'Family', 'Fantasy']"
 Billy Gilbert,"['Animation', 'Family', 'Fantasy']"
 Pinto Colvig,"['Comedy', 'Fantasy', 'Kids', 'Animation', 'Family']"
Dean Jones,"['Comedy', 'Action-Adventure', 'Fantasy', 'Sports', 'Animals & Nature', 'Family']"
 Nancy Olson,"['Comedy', 'Science Fiction', 'Sports', 'Drama', 'Coming of Age', 'Family']"
 Harry Morgan,"['Sports', 'Comedy', 'Family', 'Science Fiction']"
 Keenan Wynn,"['Comedy', 'Science Fiction', 'Romantic Comedy', 'Fantasy', 'Sports', 'Family']"
 Johnny Whitaker,"['Sports', 'Comedy', 'Family']"
 Michael McGreevy,"['Sports', 'Comedy', 'Family']"
Christina Milian,"['Comedy', 'Family', 'Fantasy']"
 Erin Karpluk,"['Comedy', 'Family', 'Fantasy']"
 Hilda Doherty,"['Comedy', 'Family', 'Fantasy']"
 Jason Schombing,"['Comedy', 'Family', 'Fantasy']"
 James Kot,"['Comedy', 'Family', 'Fantasy']"
 Andrew Krivanek,"['Comedy', 'Family', 'Fantasy']"
Cara DeLizia,"['Fantasy', 'Kids', 'Mystery']"
 Patrick Levis,"['Kids', 'Biographical', 'Mystery', 'Sports', 'Drama', 'Coming of Age', 'Fantasy']"
 Erik von Detten,"['Fantasy', 'Kids', 'Mystery']"
 Belinda Metz,"['Fantasy', 'Kids', 'Mystery']"
 Dave Ward,"['Fantasy', 'Kids', 'Mystery']"
 Mackenzie Phillips,"['Fantasy', 'Kids', 'Mystery']"
Pinto Colvig,"['Comedy', 'Fantasy', 'Kids', 'Animation', 'Family', 'Parody']"
 Walt Disney,"['Animation', 'Comedy', 'Fantasy', 'Family']"
Hans Conried,"['Action-Adventure', 'Historical', 'Kids', 'Animation', 'Family']"
 Jerry Dexter,"['Animation', 'Action-Adventure', 'Kids']"
 George DiCenzo,"['Animation', 'Action-Adventure', 'Kids']"
 Alan Dinehart,"['Animation', 'Action-Adventure', 'Kids']"
 Walker Edminston,"['Animation', 'Action-Adventure', 'Kids']"
 Michael Evans,"['Animation', 'Action-Adventure', 'Kids']"
Rino Romano,"['Animation', 'Action-Adventure', 'Kids']"
 Kathleen Barr,"['Animation', 'Action-Adventure', 'Kids']"
 Jim Byrnes,"['Animation', 'Action-Adventure', 'Kids']"
 Garry Chalk,"['Animation', 'Action-Adventure', 'Kids']"
 Paul Dobson,"['Animation', 'Action-Adventure', 'Kids']"
Joan Ark,"['Animation', 'Action-Adventure', 'Kids']"
 Bruce Miller,"['Animation', 'Action-Adventure', 'Kids']"
 Bryan Scott,"['Animation', 'Action-Adventure', 'Kids']"
 Lou Krugman,"['Animation', 'Action-Adventure', 'Kids']"
 Dick Tufeld,"['Family', 'Action-Adventure', 'Kids', 'Animation', 'Documentary']"
Ashley Eckstein,"['Animation', 'Action-Adventure', 'Science Fiction', 'Anthology']"
 Matt Lanter,"['Animation', 'Action-Adventure', 'Science Fiction', 'Anthology']"
" C1-10P a.k.a. ""Chopper"" ","['Animation', 'Action-Adventure', 'Anthology']"
 John Boyega,"['Science Fiction', 'Action-Adventure', 'Anthology', 'Animation', 'Family']"
 Vanessa Marshall,"['Animation', 'Action-Adventure', 'Anthology', 'Kids']"
 Felicity Jones,"['Animation', 'Action-Adventure', 'Anthology']"
Taylor Gray,"['Animation', 'Action-Adventure', 'Kids']"
 Vanessa Marshall,"['Animation', 'Action-Adventure', 'Anthology', 'Kids']"
 Freddie Prinze Jr.,"['Animation', 'Action-Adventure', 'Kids']"
 Tiya Sircar,"['Action-Adventure', 'Fantasy', 'Kids', 'Animation', 'Family']"
 Steve Blum,"['Animation', 'Action-Adventure', 'Comedy', 'Kids']"
" C1-10P a.k.a. ""Chopper""","['Animation', 'Action-Adventure', 'Anthology', 'Kids']"
Mark Hamill,"['Comedy', 'Family', 'Science Fiction', 'Action-Adventure', 'Animation', 'Documentary']"
 Harrison Ford,"['Science Fiction', 'Action-Adventure', 'Documentary']"
 Carrie Fisher,"['Science Fiction', 'Action-Adventure', 'Documentary']"
 Peter Cushing,"['Science Fiction', 'Action-Adventure']"
 Alec Guinness,"['Science Fiction', 'Action-Adventure']"
 Anthony Daniels,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Animation', 'Documentary']"
Ewan McGregor,"['Comedy', 'Family', 'Science Fiction', 'Action-Adventure', 'Musical', 'Drama', 'Animation', 'Fantasy']"
 Natalie Portman,"['Science Fiction', 'Action-Adventure', 'Fantasy', 'Superhero']"
 Hayden Christensen,"['Science Fiction', 'Action-Adventure']"
 Frank Oz,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Variety', 'Crime', 'Drama', 'Family']"
 Ian McDiarmid,"['Science Fiction', 'Action-Adventure']"
 Pernilla August,"['Science Fiction', 'Action-Adventure']"
Mark Hamill,"['Comedy', 'Family', 'Science Fiction', 'Action-Adventure', 'Animation', 'Documentary']"
 Harrison Ford,"['Science Fiction', 'Action-Adventure', 'Documentary']"
 Carrie Fisher,"['Science Fiction', 'Action-Adventure', 'Documentary']"
 Billy Williams,"['Science Fiction', 'Action-Adventure']"
 Anthony Daniels,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Animation', 'Documentary']"
 Peter Mayhew,"['Science Fiction', 'Action-Adventure']"
Ewan McGregor,"['Comedy', 'Family', 'Science Fiction', 'Action-Adventure', 'Musical', 'Drama', 'Animation', 'Fantasy']"
 Natalie Portman,"['Science Fiction', 'Action-Adventure', 'Fantasy', 'Superhero']"
 Hayden Christensen,"['Science Fiction', 'Action-Adventure']"
 Ian McDiarmid,"['Science Fiction', 'Action-Adventure']"
 Frank Oz,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Variety', 'Crime', 'Drama', 'Family']"
 Jimmy Smits,"['Science Fiction', 'Action-Adventure']"
Mark Hamill,"['Comedy', 'Family', 'Science Fiction', 'Action-Adventure', 'Animation', 'Documentary']"
 Harrison Ford,"['Science Fiction', 'Action-Adventure', 'Documentary']"
 Carrie Fisher,"['Science Fiction', 'Action-Adventure', 'Documentary']"
 Billy Williams,"['Science Fiction', 'Action-Adventure']"
 Anthony Daniels,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Animation', 'Documentary']"
 David Prowse,"['Science Fiction', 'Action-Adventure']"
Harrison Ford,"['Science Fiction', 'Action-Adventure', 'Documentary']"
 Mark Hamill,"['Comedy', 'Family', 'Science Fiction', 'Action-Adventure', 'Animation', 'Documentary']"
 Carrie Fisher,"['Science Fiction', 'Action-Adventure', 'Documentary']"
 Adam Driver,"['Science Fiction', 'Action-Adventure', 'Family']"
 Daisy Ridley,"['Science Fiction', 'Action-Adventure', 'Family']"
 John Boyega,"['Science Fiction', 'Action-Adventure', 'Anthology', 'Animation', 'Family']"
Liam Neeson,"['Science Fiction', 'Action-Adventure']"
 Ewan McGregor,"['Science Fiction', 'Action-Adventure', 'Fantasy', 'Musical', 'Family']"
 Natalie Portman,"['Science Fiction', 'Action-Adventure', 'Fantasy', 'Superhero']"
 Jake Lloyd,"['Science Fiction', 'Action-Adventure']"
 Pernilla August,"['Science Fiction', 'Action-Adventure']"
 Frank Oz,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Variety', 'Crime', 'Drama', 'Family']"
Sterling Knight,"['Comedy', 'Coming of Age', 'Music', 'Romance']"
 Danielle Campbell,"['Comedy', 'Drama', 'Coming of Age', 'Music']"
 Maggie Castle,"['Comedy', 'Coming of Age', 'Music']"
 Brandon Smith,"['Comedy', 'Music', 'Romance', 'Drama', 'Coming of Age']"
 Chelsea Staub,"['Comedy', 'Science Fiction', 'Action-Adventure', 'Kids', 'Music', 'Coming of Age', 'Family']"
 Beth Littleford,"['Comedy', 'Fantasy', 'Coming of Age', 'Music']"
Walt Disney,"['Comedy', 'Family', 'Action-Adventure', 'Historical', 'Fantasy', 'Kids', 'Variety', 'Drama', 'Animation', 'Documentary']"
Courtnee Draper,"['Comedy', 'Family', 'Science Fiction', 'Coming of Age', 'Fantasy']"
 Tamara Hope,"['Comedy', 'Family', 'Science Fiction']"
 Lance Guest,"['Comedy', 'Family', 'Science Fiction']"
 Khrystyne Haje,"['Comedy', 'Family', 'Science Fiction']"
 Vanessa Chester,"['Comedy', 'Family', 'Science Fiction']"
 Myles Jeffrey,"['Comedy', 'Family', 'Science Fiction', 'Animation', 'Fantasy']"
Daveigh Chase,"['Animation', 'Action-Adventure', 'Comedy', 'Family']"
 Chris Sanders,"['Animation', 'Action-Adventure', 'Comedy', 'Family']"
 Tia Carrere,"['Comedy', 'Action-Adventure', 'Dance', 'Animation', 'Family']"
 David Stiers,"['Comedy', 'Family', 'Action-Adventure', 'Musical', 'Kids', 'Dance', 'Anthology', 'Animation', 'Fantasy']"
 Kevin McDonald,"['Comedy', 'Action-Adventure', 'Dance', 'Animation', 'Family']"
 Ving Rhames,"['Animation', 'Action-Adventure', 'Family', 'Comedy']"
Craig Sechler,"['Documentary', 'Family']"
Danielle Panabaker,"['Comedy', 'Action-Adventure', 'Music', 'Drama', 'Coming of Age', 'Family']"
 Brenda Song,"['Comedy', 'Action-Adventure', 'Fantasy', 'Music', 'Mystery', 'Drama', 'Coming of Age', 'Animation', 'Family']"
 Amanda Shaw,"['Comedy', 'Coming of Age', 'Music']"
 CiCi Hedgepeth,"['Comedy', 'Coming of Age', 'Music']"
 Jennie Garland,"['Comedy', 'Coming of Age', 'Music']"
 Ryan Belleville,"['Comedy', 'Coming of Age', 'Music']"
Timothy Hutton,"['Action-Adventure', 'Family', 'Animals & Nature']"
 Ken Swofford,"['Action-Adventure', 'Family', 'Animals & Nature']"
 Bruce Glover,"['Action-Adventure', 'Family', 'Animals & Nature']"
 Ned Romero,"['Action-Adventure', 'Family', 'Animals & Nature']"
 Richard Paul,"['Action-Adventure', 'Family', 'Animals & Nature']"
 Pat Delany,"['Action-Adventure', 'Family', 'Animals & Nature']"
Jeremy Shinder,"['Comedy', 'Action-Adventure', 'Family']"
 Tenzing Trainor,"['Comedy', 'Action-Adventure', 'Family']"
