type,title,director,cast,date_added,release_year,duration,listed_in,listed_in_count
Movie,The Rescuers Down Under,"Hendel Butoy, Mike Gabriel","Bob Newhart, Eva Gabor, John Candy, Tristan Rogers, Adam Ryen, Wayne Robson",2019-11-12,1990,78 min,"Action-Adventure, Animation, Family",3
Movie,The Rookie,John Hancock,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant, Angus Jones, Brian Cox",2019-11-12,2002,129 min,"Biographical, Family, Sports",3
Movie,The Santa Clause,John Pasquin,"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz, Larry Brandenburg",2019-11-12,1994,98 min,"Comedy, Family, Fantasy",3
Movie,The Santa Clause 2,Michael Lembeck,"Tim Allen, Judge Reinhold, Wendy Crewson, Elizabeth Mitchell, David Krumholtz, Eric Lloyd",2019-11-12,2002,106 min,"Comedy, Family, Fantasy",3
Movie,The Santa Clause 3: The Escape Clause,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd",2019-11-12,2006,94 min,"Comedy, Family, Fantasy",3
Movie,The Scream Team,Stuart Gillard,"Mark Rendall, Kat Dennings, Robert Bockstael, Eric Idle, Tommy Davidson, Gary Reineke",2019-11-12,2002,88 min,"Comedy, Fantasy",2
Movie,The Secret of the Magic Gourd,"朱家欣 , 钟智行","劳奕嘉 , 朱祺隆 , 郭凯敏 , 郑嘉昊 , 孟谦 , 陈佩斯",2019-11-12,2009,84 min,Fantasy,1
Movie,The Shaggy D.A.,Robert Stevenson,"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten",2019-11-12,1976,92 min,"Comedy, Family, Fantasy",3
Movie,The Shaggy Dog,Charles Barton,"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran",2019-11-12,1959,102 min,"Comedy, Family, Fantasy",3
Movie,The Sign of Zorro,"Lewis Foster, Norman Foster","Guy Williams, George Lewis, Gene Sheldon, Henry Calvin, Tony Russo, John Dehner",2019-11-12,1960,90 min,"Action-Adventure, Drama, Family",3
Movie,The Simple Things,Charles Nichols,,2019-11-12,1953,8 min,"Animation, Comedy, Family",3
Movie,The Sound of Music,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",2019-11-12,1965,175 min,"Biographical, Family, Historical",3
Movie,The Story of Robin Hood And His Merrie Men,Ken Annakin,"Richard Todd, Joan Rice, Peter Finch, James Hayter, Martita Hunt, James Justice",2019-11-12,1952,84 min,"Action-Adventure, Family",2
Movie,The Strongest Man in the World,Vincent McEveety,"Kurt Russell, Joe Flynn, Eve Arden, Cesar Romero, Phil Silvers, Dick Van Patten",2019-11-12,1975,92 min,"Comedy, Family, Science Fiction",3
Movie,The Suite Life Movie,Sean McNamara,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Matthew Timmons, John Ducey",2019-11-12,2011,81 min,"Comedy, Coming of Age",2
TV Show,The Suite Life of Zack & Cody,,"Cole Sprouse, Dylan Sprouse, Brenda Song, Ashley Tisdale, Phill Lewis, Kim Rhodes",2019-11-12,2004,3 Seasons,"Action-Adventure, Comedy, Coming of Age",3
TV Show,The Suite Life On Deck,,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Phill Lewis",2019-11-12,2008,3 Seasons,"Action-Adventure, Comedy, Coming of Age",3
Movie,The Swap,Jay Karas,"Peyton List, Jacob Bertrand, Darrin Rose, Claire Rankin, Callan Potter, Jesse Bostick",2019-11-12,2016,91 min,"Comedy, Coming of Age, Fantasy",3
Movie,The Thirteenth Year,Duwayne Dunham,"Chez Starbuck, Dave Coulier, Lisa Sullivan, Justin Ross, Courtnee Draper, Tim Redwine",2019-11-12,1999,89 min,"Coming of Age, Fantasy",2
Movie,The Three Caballeros,"Norman Ferguson, Clyde Geronimi, Jack Kinney","Aurora Miranda, Carmen Molina, Sterling Holloway, Clarence Nash, Joaquin Garay, Jose Oliveira",2019-11-12,1945,72 min,"Animation, Family, Musical",3
Movie,The Three Musketeers,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay",2019-11-12,1993,106 min,"Action-Adventure, Comedy, Family",3
Movie,The Tigger Movie,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka",2019-11-12,2000,81 min,"Action-Adventure, Animation, Kids",3
Movie,The Tortoise and the Hare,Wilfred Jackson,,2019-11-12,1935,9 min,"Animation, Family, Sports",3
Movie,The Ugly Dachshund,Norman Tokar,"Dean Jones, Suzanne Pleshette, Charlie Ruggles, Kelly Thordsen, Parley Baer, Robert Kino",2019-11-12,1966,93 min,"Animals & Nature, Comedy, Family",3
Movie,The Ugly Duckling,Jack Cutting,,2019-11-12,1939,9 min,"Animation, Family",2
Movie,The Ultimate Christmas Present,Greg Beeman,"Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song, John Salley, Susan Ruttan",2019-11-12,2000,81 min,"Comedy, Coming of Age, Fantasy",3
Movie,The Vanishing Prairie,James Algar,Winston Hibler,2019-11-12,1954,71 min,"Animals & Nature, Documentary, Family",3
Movie,The Wild,Steve Williams,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind",2019-11-12,2006,86 min,"Action-Adventure, Animation, Comedy",3
Movie,The Wise Little Hen,Wilfred Jackson,"Clarence Nash, Florence Gill",2019-11-12,1934,8 min,"Animation, Family, Kids",3
Movie,The Wizards Return: Alex vs. Alex,Victor Gonzalez,"Selena Gomez, Jake T. Austin, Jennifer Stone, Gregg Sulkin, Beau Mirchoff, Maria Canals-Barrera",2019-11-12,2013,59 min,"Comedy, Coming of Age, Fantasy",3
TV Show,The World According to Jeff Goldblum,,Jeff Goldblum,2019-11-12,2019,2 Seasons,Docuseries,1
Movie,The Young Black Stallion,Simon Wincer,"Richard Romanus, Biana Tamimi, Patrick Elyas, Gerard Rudolf, Ali Ameri, Andries Rossouw",2019-11-12,2003,51 min,"Action-Adventure, Animals & Nature, Drama",3
Movie,Three Blind Mouseketeers,Dave Hand,"Pinto Colvig, Billy Bletcher",2019-11-12,1936,9 min,"Animation, Family, Parody",3
Movie,Three Days,Michael Switzer,,2019-11-12,2001,93 min,"Drama, Fantasy",2
Movie,Three Little Pigs,Burt Gillett,"Billy Bletcher, Pinto Colvig, Dorothy Compton, Mary Moder",2019-11-12,1933,9 min,"Animation, Family, Kids",3
Movie,Three Little Wolves,Dave Hand,,2019-11-12,1936,9 min,"Animation, Family",2
Movie,Three Men and a Baby,Leonard Nimoy,"Tom Selleck, Steve Guttenberg, Ted Danson, Margaret Colin, Celeste Holm, Nancy Travis",2019-11-12,1987,103 min,"Buddy, Comedy",2
Movie,Three Men and a Little Lady,Emile Ardolino,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis, Christopher Cazenove, Fiona Shaw",2019-11-12,1990,104 min,"Buddy, Comedy, Romance",3
Movie,Thru the Mirror,Dave Hand,"Walt Disney, Marcelite Garner, Sonny Dawson",2019-11-12,1936,10 min,"Animation, Comedy, Family",3
Movie,Tiger Cruise,Duwayne Dunham,"Hayden Panettiere, Troy Evans, Bianca Collins, Nathaniel Lee Jr., Nathaniel Lee, Mercedes Colon",2019-11-12,2004,88 min,"Drama, Family",2
Movie,Tim Burton’s The Nightmare Before Christmas,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens",2019-11-12,1993,78 min,"Animation, Family, Fantasy",3
TV Show,Timon & Pumbaa,,"Quinton Flynn, Ernie Sabella, Jim Cummings, Nathan Lane",2019-11-12,1995,3 Seasons,"Animation, Buddy, Comedy",3
Movie,Tin Toy,John Lasseter,"Tinny , Billy",2019-11-12,1988,5 min,"Animation, Family, Kids",3
Movie,Tinker Bell,Bradley Raymond,"Mae Whitman, Kristin Chenoweth, Raven-Symoné , Lucy Liu, America Ferrera, Jane Horrocks",2019-11-12,2008,81 min,"Action-Adventure, Animation, Fantasy",3
Movie,Tinker Bell and the Great Fairy Rescue,Bradley Raymond,"Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon, Lucy Liu, Raven-Symoné",2019-11-12,2010,80 min,"Action-Adventure, Animation, Fantasy",3
Movie,Tinker Bell and the Lost Treasure,Klay Hall,"Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu, Raven-Symoné , Kristin Chenoweth",2019-11-12,2009,84 min,"Action-Adventure, Animation, Fantasy",3
Movie,Titanic: 20 Years Later With James Cameron,Thomas Grane,"James Cameron, Bob Ballard",2019-11-12,2017,47 min,"Documentary, Historical",2
Movie,Toby Tortoise Returns,Wilfred Jackson,,2019-11-12,1936,8 min,"Animation, Family, Sports",3
Movie,Tom and Huck,Peter Hewitt,"Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane",2019-11-12,1995,92 min,"Action-Adventure, Comedy, Coming of Age",3
Movie,Toy Story,John Lasseter,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger",2019-11-12,1995,83 min,"Action-Adventure, Animation, Buddy",3
Movie,Toy Story 2,John Lasseter,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles, Jim Varney",2019-11-12,1999,93 min,"Action-Adventure, Animation, Comedy",3
Movie,Toy Story 3,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger",2019-11-12,2010,103 min,"Animation, Comedy, Drama",3
Movie,Toy Story Toons: Hawaiian Vacation,Gary Rydstrom,"Tom Hanks, Tim Allen, Joan Cusack, Kristen Schaal, Wallace Shawn, Axel Geddes",2019-11-12,2011,6 min,"Animation, Comedy, Family",3
Movie,Toy Story Toons: Partysaurus Rex,Mark Walsh,"Tom Hanks, Tim Allen, Wallace Shawn, Corey Burton, Tony Cox, Don Fullilove",2019-11-12,2012,9 min,"Animation, Comedy, Family",3
Movie,Toy Story Toons: Small Fry,Angus MacLane,"Tom Hanks, Tim Allen, John Ratzenberger, Wallace Shawn, Joan Cusack, Estelle Harris",2019-11-12,2011,10 min,"Animation, Family, Kids",3
Movie,Trail of the Panda,Zhong Yu,"Zhong Yu, Zhang Qi, Daichi Harashima, Li Feng, Chang Liu, Ke Qi",2019-11-12,2009,89 min,"Action-Adventure, Animals & Nature, Family",3
Movie,Trailer Horn,Jack Hannah,,2019-11-12,1950,7 min,"Animation, Comedy, Family",3
Movie,Treasure Island,Byron Haskin,"Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald, Denis O'Dea, Finlay Currie",2019-11-12,1950,96 min,"Action-Adventure, Family",2
Movie,Treasure of Matecumbe,Vincent McEveety,"Robert Foxworth, Joan Hackett, Peter Ustinov, Vic Morrow, Johnny Doran, Billy Attmore",2019-11-12,1976,116 min,"Action-Adventure, Family, Mystery",3
Movie,Treasure Planet,"John Musker, Ron Clements","Joseph Gordon-Levitt, Brian Murray, Emma Thompson, David Pierce, Martin Short, Dane Davis",2019-11-12,2002,98 min,"Action-Adventure, Animation, Family",3
Movie,Tree Climbing Lions,,Alexander Braczkowski,2019-11-12,2018,45 min,"Animals & Nature, Documentary, Family",3
Movie,Tron,Steven Lisberger,"Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan, Barnard Hughes, Dan Shor",2019-11-12,1982,96 min,"Action-Adventure, Family, Science Fiction",3
Movie,Tru Confessions,Paul Hoen,"Shia LaBeouf, Clara Bryant, William McGuire, Nicole Dicker, Kevin Duhaney, Yani Gellman",2019-11-12,2002,83 min,"Coming of Age, Drama",2
Movie,Tuck Everlasting,Jay Russell,"Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber, Jonathan Jackson",2019-11-12,2002,91 min,"Coming of Age, Drama, Fantasy",3
Movie,Tugboat Mickey,Clyde Geronimi,"Walt Disney, Clarence Nash, Pinto Colvig",2019-11-12,1940,8 min,"Animation, Comedy, Family",3
Movie,Twas the Night,Nick Castle,"Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope",2019-11-12,2001,87 min,"Comedy, Crime, Fantasy",3
Movie,Twitches,Stuart Gillard,"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Jennifer Robertson",2019-11-12,2005,87 min,"Comedy, Fantasy",2
Movie,Twitches Too,Stuart Gillard,"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Leslie Seiler",2019-11-12,2007,84 min,"Comedy, Fantasy",2
Movie,Unidentified Flying Oddball,Russ Mayberry,"Dennis Dugan, Jim Dale, Ron Moody, Kenneth More, John Le Mesurier, Rodney Bewes",2019-11-12,1979,93 min,"Action-Adventure, Comedy, Family",3
Movie,Up,Pete Docter,"Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo, Jerome Ranft",2019-11-12,2009,96 min,"Action-Adventure, Animation, Buddy",3
Movie,"Up, Up and Away",Robert Townsend,"Robert Townsend, Michael Pagan, Alex Datcher, Sherman Hemsley, Kevin Connolly, Olivia Burnette",2019-11-12,2000,78 min,"Comedy, Coming of Age, Fantasy",3
Movie,Valiant,Gary Chapman,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese",2019-11-12,2005,76 min,"Action-Adventure, Animation, Comedy",3
Movie,Waking Sleeping Beauty,Don Hahn,"Don Hahn, Ron Clements, Roy Disney, Glen Keane, Jeffrey Katzenberg, Roger Allers",2019-11-12,2010,87 min,Documentary,1
Movie,WALL-E,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, Macintalk , John Ratzenberger",2019-11-12,2008,99 min,"Action-Adventure, Animation, Family",3
Movie,Wendy Wu: Homecoming Warrior,John Laing,"Brenda Song, Shin Koyamada, Susan Chuang, Justin Chon, Michael Cheng, Andy Fischer-Price",2019-11-12,2006,91 min,"Action-Adventure, Coming of Age, Fantasy",3
Movie,Whispers: An Elephant's Tale,Dereck Joubert,"Angela Bassett, Joanna Lumley, Anne Archer, Debi Derryberry, Kevin Richardson, Alice Ghostley",2019-11-12,2000,73 min,"Action-Adventure, Animals & Nature, Family",3
Movie,White Fang,Randal Kleiser,"Klaus Brandauer, Ethan Hawke, Seymour Cassel, James Remar, Susan Hogan, Suzanne Kent",2019-11-12,1991,109 min,"Action-Adventure, Animals & Nature, Drama",3
Movie,Who Framed Roger Rabbit,Robert Zemeckis,"Bob Hoskins, Christopher Lloyd, Stubby Kaye, Joanna Cassidy, Alan Tilvern, Richard LeParmentier",2019-11-12,1988,104 min,"Action-Adventure, Animation, Comedy",3
TV Show,Wild Yellowstone,,Bart Thomasson,2019-11-12,2015,1 Season,"Animals & Nature, Docuseries, Travel",3
Movie,Winged Seduction: Birds of Paradise,Molly Hermann,Josh Goodman,2019-11-12,2012,45 min,"Action-Adventure, Animals & Nature, Documentary",3
Movie,Winnie the Pooh,"Stephen Anderson, Don Hall","John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson, Jack Boulter, Travis Oates",2019-11-12,2011,68 min,"Animation, Comedy, Family",3
Movie,Winnie the Pooh: A Very Merry Pooh Year,"Ed Wexler, Gary Katona, Jamie Mitchell","Jim Cummings, Peter Cullen, John Fiedler, Michael Gough, William Green, Nikita Hopkins",2019-11-12,2002,67 min,"Animation, Kids",2
Movie,Winnie the Pooh: Springtime with Roo,"Elliot Bour, Saul Blinkoff","Jim Cummings, Ken Sansom, Jimmy Bennett, David Stiers, Kath Soucie, John Fiedler",2019-11-12,2004,70 min,"Animation, Kids, Musical",3
Movie,Winter Storage,Jack Hannah,,2019-11-12,1949,7 min,"Animation, Comedy, Family",3
TV Show,Wizards of Waverly Place,,"Selena Gomez, David Henrie, Jake Austin, Jennifer Stone, Maria Canals-Barrera, David DeLuise",2019-11-12,2007,4 Seasons,"Comedy, Coming of Age, Fantasy",3
Movie,Wizards of Waverly Place: The Movie,Lev L. Spiro,"Selena Gomez, David Henrie, Jake T. Austin, Jennifer Stone, Maria Canals-Barrera, David DeLuise",2019-11-12,2009,94 min,"Action-Adventure, Comedy, Coming of Age",3
TV Show,Wolverine and The X-Men,,"Steve Blum, Chris Edgerly, Jennifer Hale, Michael Ironside, Danielle Judovits, AJ Buckley",2019-11-12,2008,1 Season,"Action-Adventure, Animation, Kids",3
Movie,World's Greatest Dogs,,Mike Secher,2019-11-12,2015,44 min,"Animals & Nature, Documentary, Family",3
Movie,Wreck-It Ralph,Rich Moore,"John Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk, Mindy Kaling",2019-11-12,2012,103 min,"Action-Adventure, Animation, Comedy",3
TV Show,X-Men: Evolution,,"Noel Fisher, Vincent Gale, Christopher Judge, David Kaye, Scott McNeil, Meghan Black",2019-11-12,2000,4 Seasons,"Action-Adventure, Animation, Kids",3
Movie,Ye Olden Days,Bert Gillett,,2019-11-12,1933,9 min,"Animation, Comedy, Family",3
Movie,Yellowstone Cubs,Charles Draper,Rex Allen,2019-11-12,1963,48 min,"Animals & Nature, Comedy, Family",3
Movie,You Lucky Dog,Paul Schneider,"Kirk Cameron, Chelsea Noble, John de Lancie, Christine Healy, Granville Van Dusen, Christine Cavanaugh",2019-11-12,1998,88 min,"Comedy, Fantasy",2
Movie,You Wish!,Paul Hoen,"A.J. Trauth, Spencer Breslin, Lalaine , Sally Stockwell, Peter Feeney, Tim Reid",2019-11-12,2003,88 min,"Coming of Age, Drama, Fantasy",3
Movie,Your Friend the Rat,Jim Capobianco,"Patton Oswalt, Peter Sohn, Lou Romano, Tony Russell, Sigmund Vik, Jim Capobianco",2019-11-12,2007,13 min,"Animation, Comedy, Family",3
Movie,Z-O-M-B-I-E-S,Paul Hoen,"Milo Manheim, Meg Donnelly, Trevor Tordjman, Kylee Russell, Carla Jeffery, Kingston Foster",2019-11-12,2018,97 min,"Coming of Age, Musical, Science Fiction",3
Movie,Zapped,Peter DeLuise,"Zendaya , Chanelle Peloso, Spencer Boldman, Emilia McCarthy, Adam DiMarco, William Ainscough",2019-11-12,2014,95 min,"Comedy, Coming of Age, Science Fiction",3
Movie,Zenon: Girl of the 21st Century,Kenneth Johnson,"Kirsten Storms, Raven-Symoné , Stuart Pankin, Holly Fulger, Frederick Coffin, Bob Bancroft",2019-11-12,1999,97 min,"Comedy, Coming of Age, Science Fiction",3
Movie,Zenon: The Zequel,Manny Coto,"Kirsten Storms, Lauren Maltby, Phillip Rhys, Holly Fulger, Stuart Pankin, Robert Curtis Brown",2019-11-12,2001,89 min,"Comedy, Science Fiction",2
Movie,Zenon: Z3,Steve Rash,"Kirsten Storms, Lauren Maltby, Alyson Morgan, Stuart Pankin, Holly Fulger, Ben Easter",2019-11-12,2004,81 min,"Comedy, Coming of Age, Science Fiction",3
Movie,Zootopia,"Byron Howard, Rich Moore","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt",2019-11-12,2016,109 min,"Animation, Comedy, Family",3
Movie,Bedknobs and Broomsticks,Robert Stevenson,"Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe, John Ericson, Bruce Forsyth",2019-10-01,1971,118 min,"Comedy, Family, Fantasy",3
Movie,Blackbeard's Ghost,Robert Stevenson,"Peter Ustinov, Dean Jones, Suzanne Pleshette, Elsa Lanchester, Joby Baker, Elliott Reid",2019-10-01,1968,107 min,"Comedy, Family, Fantasy",3
Movie,Brave Little Tailor,Bill Roberts,"Walt Disney, Marcelite Garner, Eddie Holden",2019-10-01,1938,9 min,"Action-Adventure, Animation, Comedy",3
Movie,Justin Morgan had a Horse,Hollingsworth Morse,"Don Murray, Lana Wood, R.G. Armstrong, Gary Crosby, John Smith, E.W. Firestone",2019-10-01,1972,88 min,"Animals & Nature, Biographical, Drama",3
Movie,Lady and the Tramp II: Scamp's Adventure,Darrell Rooney,"Scott Wolf, Alyssa Milano, Chazz Palminteri, Jeff Bennett, Jodi Benson, Bill Fagerbakke",2019-10-01,2001,73 min,"Action-Adventure, Animation, Coming of Age",3
TV Show,Smart Guy,,"Tahj Mowry, John Jones, Jason Weaver, Essence Atkins",2019-10-01,1996,3 Seasons,"Comedy, Coming of Age, Kids",3
Movie,The Cat from Outer Space,Norman Tokar,"Ken Berry, Sandy Duncan, Harry Morgan, Roddy McDowall, McLean Stevenson, Jesse White",2019-10-01,1978,104 min,"Comedy, Family, Science Fiction",3
Movie,The Great Mouse Detective,"John Musker, Ron Clements, Dave Michener","Vincent Price, Barrie Ingham, Val Bettin, Susanne Pollatschek, Candy Candido, Diana Chesney",2019-10-01,1986,75 min,"Animation, Family, Mystery",3
Movie,The Sword in the Stone,Wolfgang Reitherman,"Sebastian Cabot, Karl Swenson, Rickie Sorensen, Junius Matthews, Ginny Tyler, Martha Wentworth",2019-10-01,1963,80 min,"Action-Adventure, Animation, Comedy",3
Movie,Those Calloways,Norman Tokar,"Brian Keith, Vera Miles, Brandon de Wilde, Walter Brennan, Ed Wynn, Linda Evans",2019-10-01,1965,132 min,"Animals & Nature, Drama, Family",3
TV Show,Disney Kirby Buckets,,"Jacob Bertrand, Mekai Curtis, Cade Sutton, Olivia Stuck, Tiffany Espensen",,2014,3 Seasons,"Action-Adventure, Comedy, Coming of Age",3
TV Show,Disney Mech-X4,,"Nathaniel Potvin, Raymond Cham, Kamran Lucas, Pearce Joza",,2016,2 Seasons,"Action-Adventure, Comedy, Science Fiction",3
TV Show,Imagination Movers,,"Rich Collins, Dave Poche, Scott Durbin, Scott Smith, Wendy Calio, Kevin Carlson",,2008,3 Seasons,"Kids, Music",2
Movie,Tomorrowland,Brad Bird,"George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy, Tim McGraw, Kathryn Hahn",2021-09-03,2015,131 min,"Action-Adventure, Science Fiction",2
Movie,Aquamarine,Elizabeth Allen Rosenbaum,"Jake McDorman, Arielle Kebbel, Claudia Karvan, Bruce Spence, Tammin Sursok, Roy Billing",2021-08-13,2006,104 min,"Comedy, Coming of Age, Fantasy",3
Movie,Ice Age: Dawn Of The Dinosaurs,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Simon Pegg, Seann William Scott, Josh Peck",2021-06-04,2009,97 min,"Animation, Comedy, Family",3
Movie,X-Men Origins: Wolverine,Gavin Hood,"Hugh Jackman, Liev Schreiber, Danny Huston, will.i.am , Lynn Collins, Kevin Durand",2021-06-04,2009,108 min,"Action-Adventure, Family, Science Fiction",3
Movie,Night at the Museum: Battle of the Smithsonian,Shawn Levy,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria, Christopher Guest, Alain Chabat",2021-04-02,2009,106 min,"Action-Adventure, Comedy, Family",3
